-12.139,-18.644,30.953
-12.243,-18.796,31.057
-12.348,-18.948,31.165
-12.454,-19.1,31.276
-12.561,-19.252,31.391
-12.668,-19.403,31.509
-12.776,-19.555,31.63
-12.885,-19.706,31.755
-12.995,-19.857,31.884
-13.105,-20.007,32.016
-13.216,-20.157,32.152
-13.327,-20.306,32.292
-13.439,-20.455,32.435
-13.551,-20.603,32.582
-13.665,-20.75,32.733
-13.778,-20.897,32.887
-13.892,-21.042,33.046
-14.007,-21.187,33.208
-14.122,-21.33,33.373
-14.238,-21.473,33.543
-14.354,-21.614,33.717
-14.47,-21.753,33.894
-14.587,-21.892,34.075
-14.704,-22.028,34.26
-14.821,-22.163,34.449
-14.939,-22.297,34.641
-15.056,-22.428,34.838
-15.175,-22.558,35.038
-15.293,-22.685,35.242
-15.411,-22.811,35.45
-15.53,-22.934,35.661
-15.648,-23.055,35.877
-15.767,-23.173,36.096
-15.885,-23.289,36.319
-16.003,-23.403,36.545
-16.122,-23.513,36.775
-16.24,-23.621,37.009
-16.358,-23.725,37.247
-16.476,-23.827,37.487
-16.593,-23.925,37.732
-16.71,-24.02,37.98
-16.827,-24.112,38.231
-16.943,-24.2,38.485
-17.059,-24.284,38.743
-17.175,-24.365,39.004
-17.289,-24.441,39.268
-17.403,-24.514,39.535
-17.517,-24.582,39.805
-17.629,-24.647,40.077
-17.741,-24.707,40.353
-17.852,-24.762,40.631
-17.962,-24.813,40.912
-18.072,-24.859,41.195
-18.18,-24.901,41.481
-18.287,-24.937,41.769
-18.392,-24.969,42.059
-18.497,-24.996,42.351
-18.6,-25.017,42.645
-18.702,-25.033,42.94
-18.803,-25.044,43.237
-18.902,-25.049,43.536
-19,-25.049,43.836
-19.096,-25.044,44.137
-19.19,-25.032,44.439
-19.283,-25.015,44.742
-19.373,-24.992,45.046
-19.462,-24.963,45.35
-19.549,-24.928,45.655
-19.634,-24.888,45.96
-19.717,-24.841,46.264
-19.798,-24.788,46.569
-19.877,-24.729,46.873
-19.954,-24.664,47.177
-20.028,-24.593,47.48
-20.1,-24.516,47.782
-20.169,-24.432,48.083
-20.236,-24.342,48.383
-20.301,-24.247,48.681
-20.362,-24.144,48.978
-20.422,-24.036,49.273
-20.478,-23.922,49.566
-20.532,-23.801,49.856
-20.583,-23.675,50.144
-20.631,-23.542,50.429
-20.676,-23.404,50.712
-20.718,-23.259,50.991
-20.757,-23.109,51.268
-20.793,-22.953,51.541
-20.826,-22.791,51.81
-20.856,-22.624,52.075
-20.883,-22.451,52.337
-20.906,-22.272,52.594
-20.926,-22.089,52.847
-20.943,-21.9,53.096
-20.957,-21.706,53.34
-20.967,-21.507,53.579
-20.974,-21.303,53.813
-20.978,-21.095,54.042
-20.978,-20.882,54.266
-20.975,-20.664,54.484
-20.968,-20.443,54.697
-20.958,-20.217,54.904
-20.944,-19.987,55.105
-20.927,-19.754,55.3
-20.907,-19.517,55.489
-20.883,-19.276,55.672
-20.855,-19.032,55.849
-20.825,-18.786,56.019
-20.79,-18.536,56.183
-20.752,-18.284,56.34
-20.711,-18.029,56.491
-20.667,-17.772,56.635
-20.619,-17.512,56.772
-20.567,-17.251,56.903
-20.512,-16.988,57.027
-20.454,-16.724,57.144
-20.393,-16.458,57.254
-20.328,-16.191,57.357
-20.261,-15.923,57.453
-20.19,-15.655,57.543
-20.116,-15.386,57.625
-20.038,-15.116,57.701
-19.958,-14.846,57.769
-19.875,-14.577,57.831
-19.789,-14.307,57.886
-19.699,-14.038,57.934
-19.607,-13.77,57.976
-19.513,-13.502,58.01
-19.415,-13.235,58.039
-19.315,-12.969,58.06
-19.212,-12.705,58.075
-19.107,-12.441,58.084
-18.999,-12.18,58.086
-18.888,-11.92,58.082
-18.776,-11.662,58.072
-18.661,-11.406,58.055
-18.544,-11.152,58.033
-18.424,-10.9,58.005
-18.303,-10.651,57.971
-18.18,-10.404,57.931
-18.054,-10.16,57.885
-17.927,-9.9186,57.835
-17.798,-9.68,57.778
-17.667,-9.4444,57.717
-17.535,-9.2118,57.65
-17.401,-8.9824,57.579
-17.265,-8.7561,57.502
-17.129,-8.5332,57.421
-16.99,-8.3136,57.335
-16.851,-8.0974,57.245
-16.71,-7.8847,57.15
-16.569,-7.6756,57.051
-16.426,-7.47,56.948
-16.282,-7.2681,56.841
-16.137,-7.0699,56.73
-15.992,-6.8754,56.616
-15.846,-6.6846,56.497
-15.699,-6.4977,56.376
-15.551,-6.3145,56.25
-15.403,-6.1351,56.122
-15.255,-5.9596,55.99
-15.106,-5.7879,55.856
-14.957,-5.62,55.719
-14.807,-5.456,55.578
-14.657,-5.2959,55.436
-14.507,-5.1395,55.29
-14.358,-4.987,55.142
-14.208,-4.8383,54.992
-14.058,-4.6934,54.84
-13.908,-4.5523,54.686
-13.758,-4.4149,54.529
-13.609,-4.2812,54.371
-13.46,-4.1513,54.211
-13.311,-4.025,54.049
-13.163,-3.9023,53.885
-13.015,-3.7832,53.721
-12.867,-3.6677,53.554
-12.72,-3.5557,53.387
-12.574,-3.4472,53.218
-12.428,-3.3422,53.048
-12.283,-3.2405,52.876
-12.139,-3.1422,52.704
-11.996,-3.0471,52.531
-11.853,-2.9554,52.357
-11.711,-2.8668,52.182
-11.57,-2.7814,52.007
-11.43,-2.6991,51.831
-11.29,-2.6199,51.654
-11.152,-2.5436,51.477
-11.015,-2.4703,51.299
-10.879,-2.3999,51.121
-10.744,-2.3323,50.942
-10.61,-2.2675,50.763
-10.477,-2.2055,50.584
-10.345,-2.1461,50.405
-10.214,-2.0893,50.225
-10.085,-2.0351,50.046
-9.9567,-1.9835,49.866
-9.8298,-1.9343,49.686
-9.7041,-1.8875,49.506
-9.5796,-1.843,49.327
-9.4565,-1.8009,49.147
-9.3347,-1.761,48.968
-9.2142,-1.7232,48.788
-9.095,-1.6877,48.609
-8.9771,-1.6542,48.43
-8.8606,-1.6228,48.251
-8.7455,-1.5933,48.073
-8.6318,-1.5658,47.895
-8.5194,-1.5402,47.717
-8.4084,-1.5164,47.539
-8.2989,-1.4945,47.362
-8.1907,-1.4742,47.185
-8.0839,-1.4557,47.009
-7.9786,-1.4388,46.833
-7.8747,-1.4236,46.657
-7.7722,-1.4099,46.482
-7.6711,-1.3977,46.307
-7.5714,-1.387,46.133
